Date,Time,TxBat(V),RSSI(dB),RX,SWR,VFR(%),RxBatt(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Altitude(m),VSpeed(m/s),RPM(U/min),Current(A),GPS,GPS clock(),GPS speed(kt),GPS alt(m),GPS course(°),ADC2(V),Air speed(kt),VFAS(V),RB Ch. State(),RB State(),R.angle(°),P.angle(°),GASS temp1(°C),GASS temp2(°C),GASS RPM(U/min),GASS res. vol.(ml),GASS res. %(%),GASS flow(ml/min),GASS max flow(ml/min),GASS avg flow(ml/min),H.pressure(Pa),ESC RPM(U/min),ESC consumption(mAh),RxBatt1(V),RxBatt2(V),RxCurrent(A),Rx Quality(%),Rx RSSI1(dB),Rx RSSI2(dB),Antenna,Rx SNR(dB),RF Mode,Tx Power,Tx Quality(%),Tx RSSI(dB),Tx SNR(dB),Seitenruder,Höhenruder,Gas,Querruder,S1,S2,S3,Drehg. li.,Drehg. re.,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,
2026-05-11,13:27:23.590,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:23.860,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:24.130,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:24.390,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:24.650,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:24.910,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:25.170,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:25.440,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:25.700,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:25.970,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:26.230,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:26.490,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:26.750,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:27.010,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:27.270,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:27.540,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:27.800,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:28.070,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:28.340,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:28.610,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:28.880,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:29.140,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:29.410,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:29.670,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:29.930,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:30.190,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:30.450,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:30.710,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:30.970,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:31.240,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:31.500,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:31.760,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:32.020,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:32.300,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:32.560,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,
2026-05-11,13:27:32.830,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:33.100,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:33.360,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:33.620,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:33.890,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:34.160,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:34.420,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:34.680,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:34.940,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:35.210,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:35.470,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,
2026-05-11,13:27:35.730,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:35.990,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:36.250,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
2026-05-11,13:27:36.520,7.50,64,0,32,100,10.40,3.20,3.70,,,,,,,3.69,3.72,3.71,3.70,3.69,3.71,,,0.00,0.50,,10.0,,,,,,10.40,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
